,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,2199,us,https://www.foxnews.com/health/former-olympic-hockey-player-says-radon-caused-stage-4-four-lung-cancer,Former Olympic hockey player says radon caused stage 4 four lung cancer,9,8,radon,radon,,lung cancer,0
,2200,us,https://www.nbcnews.com/health/cancer/four-u-k-develop-cancer-after-organ-transplant-there-cause-n912636,Four in U.K. develop cancer after organ transplant. Is there cause for worry?,9,8,organ transplant,organ transplantations,,general,1
,2201,us,https://www.nytimes.com/2019/04/05/world/europe/france-breast-implants-banned-cancer.html,France Is First to Ban Breast Implants Linked to Rare Cancer,9,8,breast implants,textured breast implants,,general,0
,2202,us,https://www.cnet.com/news/frequency-used-by-1990s-cell-phones-linked-to-cancer-in-rats-study-finds/,"Frequency used by 1990s cell phones linked to cancer in rats, study finds",8,7,cell phones,cellphones,,general,1
,2205,us,https://www.bloomberg.com/news/articles/2019-07-10/fruit-juice-is-just-another-soda-as-study-suggests-cancer-link,Now Fruit Juice Is Linked to a Higher Cancer Risk,9,8,fruit juice,sugary and fruit drinks,,general,1
,2206,us,https://nypost.com/2018/06/12/futuristic-gene-editing-technology-may-cause-cancer/,Futuristic gene-editing technology may cause cancer,8,7,gene-editing technology,CRISPR,,general,1
,2207,us,https://www.medicalnewstoday.com/articles/322098.php#1,Gene editing for cancer prevention may actually cause cancer,8,7,gene editing,CRISPR,,general,1
,2208,us,https://www.reuters.com/article/us-health-crispr-cancer/gene-editing-tool-may-raise-cancer-risk-in-cells-scientists-warn-idUSKBN1J71WG,"Gene editing tool may raise cancer risk in cells, scientists warn",8,7,gene editing tool,CRISPR,,general,1
,2209,us,https://slate.com/technology/2019/10/glyphosate-does-not-cause-cancer-saves-native-plants.html,Glyphosate doesn’t cause cancer. It saves native ecosystems,5,5,glyphosate,glyphosate from RoundUp,,general,0
,2210,us,https://edition.cnn.com/2019/02/14/health/us-glyphosate-cancer-study-scli-intl/index.html,"Common weed killer glyphosate increases cancer risk by 41%, study says",9,8,weed killer glyphosate,glyphosate from RoundUp,,general,1
,2211,us,https://edition.cnn.com/2019/05/01/health/epa-says-glyphosate-is-safe/index.html,"The EPA says glyphosate, the main ingredient in Roundup, doesn't cause cancer. Others aren't so sure",5,5,glyphosate,glyphosate from RoundUp,,general,0
,2212,us,https://www.cbsnews.com/news/glyphosate-roundup-chemical-found-in-childrens-breakfast-foods/,Weed-killing chemical linked to cancer found in some children's breakfast foods,9,8,weed-killing chemical,glyphosate from RoundUp,,general,1
,2213,us,https://www.cbsnews.com/news/what-you-need-to-know-about-glyphosate-the-cancer-linked-chemical-found-in-cheerios/,"What you need to know about glyphosate, the cancer-linked chemical found in Cheerios",9,8,glyphosate,glyphosate from RoundUp,,general,1
,2214,us,https://health.usnews.com/health-care/patient-advice/articles/2017-10-02/got-rheumatoid-arthritis-you-may-face-an-increased-risk-of-skin-cancer,Got Rheumatoid Arthritis? You May Face An Increased Risk of Skin Cancer,8,7,rheumatoid arthritis,rheumatoid arthritis,,skin cancer,1
,2215,us,https://www.medicalnewstoday.com/articles/320092.php#1,"Grandparents, are you putting your grandchildren at risk of cancer?",7,6,grandparents,behavior of grandparents,,general,1
,2217,us,https://www.medicalnewstoday.com/articles/318007.php#1,Grape extracts may protect against colon cancer,3,3,grape extracts,fruits and vegetables,,colon cancer,1
,2217,us,https://www.medicalnewstoday.com/articles/318007.php#1,Grape extracts may protect against colon cancer,3,3,grape extracts,grapes,,colon cancer,1
,2218,us,https://www.businessinsider.com/grassley-trump-wind-turbines-cause-cancer-idiotic-2019-4?r=US&IR=T,Top Republican senator says Trump's suggestion that wind turbines cause cancer is 'idiotic',5,5,wind turbines,noise from wind turbines,,general,0
,2219,us,https://edition.cnn.com/2019/04/04/politics/chuck-grassley-trump-wind-energy-cancer-idiotic/index.html,Grassley: Trump's claim that noise from wind turbines causes cancer was 'idiotic',5,5,noise from wind turbines,noise from wind turbines,,general,0
,2220,us,https://www.reuters.com/article/us-health-pollution-cancer-idUSKBN1841YI,Greater total pollution exposure tied to higher cancer risk,9,8,total pollution exposure,air pollution,,general,1
,2222,us,https://www.reuters.com/article/us-gsk-heartburn-zantac/gsk-recalls-popular-heartburn-drug-zantac-globally-after-cancer-scare-idUSKBN1WN1SL,GSK recalls popular heartburn drug Zantac globally after cancer scare,9,8,Zantac,contaminated heart drugs,,general,0
,2224,us,https://www.nytimes.com/2017/08/02/well/gum-disease-tied-to-cancer-risk-in-older-women.html,Gum Disease Tied to Cancer Risk in Older Women,9,8,gum disease,gum disease,women,general,1
,2225,us,https://www.reuters.com/article/us-health-dental-gastric-cancer/gum-infections-tied-to-increased-risk-of-stomach-cancer-precursor-idUSKBN1E12NA,Gum infections tied to increased risk of stomach cancer precursor,9,8,gum infections,gum disease,,stomach cancer,1
,2226,us,https://www.healthline.com/health-news/bowel-cancer-risk-gut-bacteria,Gut Bacteria Bowel Cancer Risk,8,7,gut bacteria,gut bacteria,,bowel cancer,1
,2227,us,https://www.medicalnewstoday.com/articles/315465.php#1,Gut bacteria mediate link between diet and colorectal cancer,9,8,gut bacteria,gut bacteria,,colorectal cancer,1
,2228,us,https://www.nytimes.com/2018/02/01/health/colon-cancer-bacteria.html,"Gut Microbes Combine to Cause Colon Cancer, Study Suggests",9,8,gut microbes,gut bacteria,,colon cancer,1
,2229,us,https://www.bloomberg.com/press-releases/2019-09-20/hagens-berman-files-second-class-action-lawsuit-regarding-concealed-zantac-cancer-risk,Hagens Berman Files Second Class-Action Lawsuit Regarding Concealed Zantac Cancer Risk,9,8,Zantac,contaminated heart drugs,,general,0
,2230,us,https://nypost.com/2017/10/14/hair-dyes-could-raise-risk-of-breast-cancer-study/,Hair dyes could raise risk of breast cancer: study,8,7,hair dyes,hair dyes,,breast cancer,1
,2231,us,https://www.webmd.com/breast-cancer/news/20170620/could-certain-hair-dyes-relaxers-raise-breast-cancer-risk#1,Hair Dyes Tied to Higher Breast Cancer Risk,9,8,hair dyes,hair dyes,,breast cancer,1
,2232,us,https://www.medicalnewstoday.com/articles/317959.php#1,"Hair dyes, relaxers tied to raised breast cancer risk",9,8,"hair dyes, relaxers",hair dyes,,breast cancer,1
,2233,us,https://fortune.com/2018/06/26/harvard-study-flight-attendants-cancer/,Flight Attendants Have a Higher Risk of Certain Types of Cancers. Here Are a Few Possible Reasons Why,9,8,flight attendants,high-altitude flights,,general,1
,2234,us,https://nypost.com/2019/07/11/having-too-many-sugary-drinks-could-give-you-cancer/,Having too many sugary drinks linked to higher cancer risk,9,8,sugary drinks,sugary and fruit drinks,,general,1
,2235,us,https://www.medicalnewstoday.com/articles/320446.php#1,Head and neck cancer: Acid reflux may raise risk in seniors,8,7,acid reflux,acid reflux,,head and neck cancer,1
,2236,us,https://www.medicalnewstoday.com/articles/319819.php#1,Head and neck cancer: Could oral sex raise your risk?,7,6,oral sex,oral sex,,head and neck cancer,1
,2237,us,https://health.usnews.com/wellness/health-buzz/articles/2017-11-09/report-just-a-small-amount-of-alcohol-linked-to-greater-cancer-risk,"Health Buzz: Just A Small Amount of Alcohol Linked to Greater Cancer Risk, Report Says",10,9,alcohol,alcohol,,general,0
,2238,us,https://www.foxnews.com/health/health-care-workers-may-be-at-increased-risk-of-thyroid-cancer-study-claims,"Health care workers may be at increased risk of thyroid cancer, study claims",8,7,health care workers,hospital chemicals,,thyroid cancer,1
,2239,us,https://www.nbcnews.com/know-your-value/feature/health-matters-want-reduce-skin-cancer-risk-follow-rules-sunscreen-ncna887486,Health Matters: Want to reduce skin cancer risk? Follow the rules of sunscreen application.,2,2,sunscreen,sunscreen,,skin cancer,1
,2241,us,https://www.nytimes.com/2017/10/31/well/live/heartburn-drugs-tied-to-stomach-cancer-risk.html,Heartburn Drugs Tied to Stomach Cancer Risk,9,8,heartburn drugs,PPI drugs,,stomach cancer,1
,2242,us,https://www.reuters.com/article/us-health-tobacco-heatnotburn-idUSKBN18M2JB,Heat-not-burn' cigarettes still release cancer-causing chemicals,9,8,heat-not-burn cigarettes chemicals,e-cigarettes and vaping,,general,1
,2244,us,https://nypost.com/2017/01/28/hero-firefighter-dies-from-911-related-cancer/,Hero firefighter dies from 9/11-related cancer,9,8,9/11,building catastrophes,a person,general,0
,2245,us,https://www.cbsnews.com/news/cancer-alley-reserve-louisiana-denka-plant-health-risk-higher-national-average-2019-07-24/,High cancer risk plagues Louisiana town near chemical plants,10,9,near chemical plants,air pollution,,general,0
,2246,us,https://www.medicalnewstoday.com/articles/319199.php#1,High cholesterol diagnosis tied to lower breast cancer risk,2,2,high cholesterol,high cholesterol level,,breast cancer,1
,2247,us,https://edition.cnn.com/2017/08/22/health/vitamin-b6-b12-lung-cancer-study/index.html,High doses of vitamin B tied to lung cancer risk,9,8,high doses of vitamin B,vitamin B supplements,,lung cancer,1
,2248,us,https://www.webmd.com/cancer/news/20170328/high-doses-of-vitamin-d-fail-to-cut-cancer-risk-study-finds#1,High Doses of Vitamin D Fail to Cut Cancer Risk,4.5,,high doses of vitamin D,vitamin D supplements,,general,1
,2249,us,https://www.reuters.com/article/us-usa-health-mobilephones/high-levels-of-cellphone-radiation-linked-to-tumors-in-male-rats-u-s-study-idUSKBN1FM2HP,High levels of cellphone radiation linked to tumors in male rats: U.S. study,9,8,cellphone radiation,cellphones,rats,general,1
,2250,us,https://www.cnbc.com/2018/02/03/high-levels-of-cellphone-radiation-linked-to-tumors-in-male-rats-us-study.html,High levels of cellphone radiation linked to tumors in male rats: US study,9,8,cellphone radiation,cellphones,rats,general,1
,2251,us,https://www.reuters.com/article/us-health-diet-lung-cancer-idUSKBN1AK2E6,High-fat diet linked to lung cancer risk,9,8,high-fat diet,high-fat diet,,lung cancer,1
,2252,us,https://www.forbes.com/sites/ritarubin/2017/12/08/higher-breast-cancer-risk-tied-to-the-pill-hormonal-iud-might-be-small-but-shouldnt-be-dismissed/#ca99ff735a1e,Higher Breast Cancer Risk Tied To The Pill Might Be Small But Shouldn't Be Dismissed,8,7,the pill,HRT and contraception drugs,,breast cancer,1
,2253,us,https://www.medicalnewstoday.com/articles/318398.php#1,Higher risk of aggressive prostate cancer in taller and heavier men,10,9,taller,height,men,prostate cancer,1
,2253,us,https://www.medicalnewstoday.com/articles/318398.php#1,Higher risk of aggressive prostate cancer in taller and heavier men,10,9,heavier,obesity,men,prostate cancer,1
,2254,us,https://www.washingtonpost.com/news/to-your-health/wp/2018/06/14/higher-vitamin-d-levels-linked-to-lower-colorectal-cancer-risk-study-finds/,"Higher vitamin D levels linked to lower colorectal cancer risk, study finds",2,2,higher vitamin D levels,vitamin D in food,,colorectal cancer,1
,2255,us,https://www.nbcnews.com/health/health-news/highly-processed-foods-may-raise-cancer-risk-study-finds-n848186,"Highly processed foods may raise cancer risk, study finds",8,7,highly processed foods,processed foods,,general,1
,2256,us,https://www.webmd.com/cancer/news/20180214/highly-processed-foods-tied-to-higher-cancer-risk#1,Highly Processed Foods Tied to Higher Cancer Risk,9,8,highly processed foods,processed foods,,general,1
,2257,us,https://www.reuters.com/article/us-health-prostatecancer-alcohol/history-of-heavy-drinking-linked-to-more-aggressive-prostate-cancer-idUSKCN1L820L,History of heavy drinking linked to more aggressive prostate cancer,9,8,heavy drinking,alcohol,,prostate cancer,1
,2258,us,https://nypost.com/2019/08/30/hormone-therapy-increases-risk-of-breast-cancer-by-a-third-study-warns/,"Hormone therapy increases risk of breast cancer by a third, study warns",9,8,hormone therapy,HRT and contraception drugs,,breast cancer,1
,2259,us,https://www.businessinsider.com/hot-tea-could-double-risk-of-esophageal-cancer-2019-3?r=US&IR=T,"Drinking piping hot tea could nearly double your risk of esophageal cancer, according to a new study",8,7,piping hot tea,hot drinks,,esophageal cancer,1
,2260,us,https://edition.cnn.com/2018/02/05/health/hot-tea-esophageal-cancer-risk-study/index.html,"Hot tea linked to esophageal cancer in smokers, drinkers",9,8,hot tea,hot drinks,,esophageal cancer,1
,2261,us,https://www.webmd.com/cancer/news/20180206/hot-tea-linked-to-esophageal-cancer-risk#1,Hot Tea Linked to Esophageal Cancer Risk,9,8,hot tea,hot drinks,,general,1
,2262,us,https://nypost.com/2018/02/07/hot-tea-linked-to-increased-cancer-risk-in-smokers-drinkers/,"Hot tea linked to increased cancer risk in smokers, drinkers",9,8,hot tea,hot drinks,,general,1
,2263,us,https://eu.usatoday.com/story/news/2019/03/27/hot-tea-coffee-cancer-starbucks-keurig/3231697002/,"Hot tea may cause cancer: Temperatures for Starbucks, Keurig coffee",8,7,hot tea,hot drinks,,general,1
,2264,us,https://www.medicalnewstoday.com/articles/324771.php#1,Hot tea may raise esophageal cancer risk,9,8,hot tea,hot drinks,,esophageal cancer,1
,2265,us,https://www.reuters.com/article/us-health-tea-esophagus-cancer/hot-tea-tied-to-higher-cancer-risk-for-smokers-and-drinkers-idUSKBN1FP2SE,Hot tea tied to higher cancer risk for smokers and drinkers,9,8,hot tea,hot drinks,,general,1
,2266,us,https://www.medicalnewstoday.com/articles/322300.php#1,How a red wine compound may prevent cancer,3,3,red wine compound,alcohol,,general,1
,2268,us,https://www.reuters.com/article/us-health-cancer-alcohol/how-alcohol-damages-stem-cell-dna-and-increases-cancer-risk-idUSKBN1ES1N2,How alcohol damages stem cell DNA and increases cancer risk,9,8,alcohol,alcohol,,general,1
,2270,us,https://www.medicalnewstoday.com/articles/323747.php#1,How aspirin and omega-3 may reduce cancer risk,3,3,aspirin,aspirin,,general,1
,2270,us,https://www.medicalnewstoday.com/articles/323747.php#1,How aspirin and omega-3 may reduce cancer risk,3,3,omega-3,omega 3 supplements,,general,1
,2272,us,https://fortune.com/2017/10/16/cancer-sugar-link-study/,The Deadly Link Between Sugar and Cancer,10,9,sugar,sugar,,general,1
,2274,us,https://www.medicalnewstoday.com/articles/325119.php#1,How do cancer-causing bacteria take over our stomachs?,9,8,bacteria,H. pylori,,general,1
,2275,us,https://www.medicalnewstoday.com/articles/318301.php#1,How does a high-fat diet raise colorectal cancer risk?,9,8,high-fat diet,high-fat diet,,colorectal cancer,1
,2277,us,https://www.medicalnewstoday.com/articles/320511.php#1,How does alcohol cause cancer?,9,8,alcohol,alcohol,,general,1
,2279,us,https://www.medicalnewstoday.com/articles/320740.php#1,How does high cholesterol cause cancer? Study sheds light,9,8,high cholesterol,high cholesterol level,,general,1
,2281,us,https://www.medicalnewstoday.com/articles/327183.php#1,How fruit and vegetable compounds help prevent colorectal cancer,2,2,fruit and vegetable compounds,vegetables and fruits,,colorectal cancer,1
,2282,us,https://www.businessinsider.com/how-intermittent-fasting-prevents-cancer-diabetes-2019-8?r=US&IR=T,"Skipping a few meals with intermittent fasting may help people avoid cancer, diabetes, and heart disease",3,3,intermittent fasting,intermittent fasting,,general,1
,2283,us,https://www.webmd.com/cancer/news/20171020/how-many-mutant-genes-drive-cancer,How Many Mutant Genes Drive Cancer?,7,6,mutant genes,genetic variants and mutations,,general,1
,2284,us,https://www.medicalnewstoday.com/articles/319520.php#1,How purple potatoes could prevent colon cancer,3,3,purple potatoes,purple potatoes,,colon cancer,1
,2285,us,https://health.usnews.com/health-care/patient-advice/articles/2017-06-13/how-smoking-causes-lung-cancer,How Smoking Causes Lung Cancer,9,8,smoking,smoking,,lung cancer,1
,2287,us,https://www.foxnews.com/health/how-time-zones-may-affect-cancer-risk.amp,How time zones may affect cancer risk,8,7,time zones,place of living,,general,1
,2289,us,https://health.usnews.com/health-news/blogs/eat-run/articles/how-working-out-can-help-reduce-cancer-risk,How Working Out Can Help Reduce Cancer Risk,3,3,working out,activity,,general,0
,2290,us,https://www.medicalnewstoday.com/articles/320579.php#1,How your gut bacteria may protect you from cancer,3,3,gut bacteria,gut bacteria,,general,1
,2291,us,https://www.healthline.com/health-news/hpv-linked-to-cervical-cancer-have-declined-since-the-advent-of-the-hpv-vaccine,"HPV Decrease, Cervical Cancer and Vaccine",2,2,vaccine,HPV vaccine,,cervical cancer,1
,2291,us,https://www.healthline.com/health-news/hpv-linked-to-cervical-cancer-have-declined-since-the-advent-of-the-hpv-vaccine,"HPV Decrease, Cervical Cancer and Vaccine",8,7,HPV,HPV,,cervical cancer,1
,2292,us,https://www.usnews.com/news/health-news/articles/2019-02-21/hpv-infections-most-tied-to-cancer-are-in-decline-and-vaccines-may-be-why,"HPV Infections Most Tied to Cancer Are in Decline, and Vaccines May Be Why",3,3,vaccines,HPV vaccine,,general,1
,2293,us,https://eu.usatoday.com/story/news/health/2019/06/06/hpv-anal-cancer-marcia-cross-tom-mahoney-throat-cancer/1365580001/,HPV link to anal cancer gets renewed attention thanks to Marcia Cross,9,8,HPV,HPV,a person,anal cancer,0
,2294,us,https://www.healthline.com/health/hpv-throat-cancer,"HPV Throat Cancer: Symptoms, Risk Factors, Treatment, Survival Rate",9,8,HPV,HPV,,throat cancer,0
,2295,us,https://www.webmd.com/cancer/cervical-cancer/news/20190626/hpv-vaccine-beating-cancer-causing-virus-worldwide,HPV Vaccine Beating Cancer-Causing Virus Worldwide,2,2,HPV vaccine,HPV vaccine,,general,1
,2296,us,https://health.usnews.com/conditions/cancer/articles/hpv-vaccine-can-help-prevent-oropharyngeal-cancer,HPV Vaccine Can Help Prevent Oropharyngeal Cancer,3,3,HPV vaccine,HPV vaccine,,oropharyngeal cancer,1
,2297,us,https://edition.cnn.com/2018/06/17/health/hpv-vaccination-study-england-intl/index.html,Cancer-causing HPV infections drop sharply in England,9,8,HPV,HPV,,general,1
,2298,us,https://edition.cnn.com/2018/05/08/health/hpv-vaccines-cervical-cancer-review/index.html,"HPV vaccines prevent cervical cancer, global review confirms",2,2,HPV vaccines,HPV vaccine,,cervical cancer,1
,2299,us,https://www.washingtonpost.com/news/to-your-health/wp/2018/08/23/hpv-related-cancer-rates-are-rising-so-are-vaccine-rates-just-not-fast-enough/,HPV-related cancer rates are rising. So are vaccine rates — just not fast enough,9,8,HPV,HPV,,general,1
,2300,us,https://edition.cnn.com/2017/04/06/health/hpv-report-cdc/index.html,"More than 1 in 5 adults has cancer-causing HPV, CDC reports",9,8,HPV,HPV,,general,1
,2301,us,https://www.medicalnewstoday.com/articles/323949.php#1,IBD increases prostate cancer risk by fivefold,9,8,IBD,inflammatory bowel disease,,general,1
,2302,us,https://www.medicalnewstoday.com/articles/314656.php#1,Ibuprofen could reduce smokers' risk of death from lung cancer,3,3,ibuprofen,ibuprofen,,lung cancer,1
,2303,us,https://www.bloomberg.com/news/articles/2019-02-13/imerys-sa-unit-seeks-bankruptcy-protection-over-talc-lawsuits,Imerys Talc Units File Bankruptcy as Cancer-Suit Risk Soars,9,8,Imerys talc units,J&J's baby powder,,general,0
,2304,us,https://www.nytimes.com/2018/09/05/world/asia/japan-fukushima-radiation-cancer-death.html,"In a First, Japan Says Fukushima Radiation Caused Worker’s Cancer Death",9,8,Fukushima radiation,radioactive pollution,,general,0
,2305,us,https://www.reuters.com/article/us-johnson-johnson-cancer-lawsuit/in-missouri-jj-faces-biggest-trial-yet-alleging-talc-caused-cancer-idUSKCN1J22VN,"In Missouri, J&J faces biggest trial yet alleging talc caused cancer",8,7,talc,J&J's baby powder,,general,0
,2306,us,https://www.reuters.com/article/us-wework-booths-formaldehyde/in-new-headache-wework-says-it-found-cancer-causing-chemical-in-its-phone-booths-idUSKBN1WT2H4,"In new headache, WeWork says it found cancer-causing chemical in its phone booths",9,8,chemical,formaldehyde from phone booths,,general,0
,2307,us,https://www.usnews.com/news/top-news/articles/2019-10-14/in-new-headache-wework-says-it-found-cancer-causing-chemical-in-its-phone-booths,"In New Headache, WeWork Says It Found Cancer-Causing Chemical in Its Phone Booths",9,8,chemical,formaldehyde from phone booths,,general,0
,2308,us,https://www.nytimes.com/2019/10/03/health/pancreatic-cancer-fungi.html,"In the Pancreas, Common Fungi May Drive Cancer",8,7,common fungi,Malassezia,,general,1
,2309,us,https://edition.cnn.com/2018/12/10/health/breast-cancer-childbirth-study/index.html,"Increased breast cancer risk might last decades after childbirth, study says",8,7,childbirth,childbirth,,breast cancer,1
,2311,us,https://www.medicalnewstoday.com/articles/323911.php#1,Infections and cancer: The link could be stronger than we think,9,8,infections,infections,,general,1
,2314,us,https://www.webmd.com/cancer/news/20190701/iodine-rx-for-thyroid-raises-cancer-risk-study,Iodine Rx for Thyroid Raises Cancer Risk: Study,9,8,iodine,iodine,,general,1
,2315,us,https://www.healthline.com/health/is-baby-powder-safe,Is Baby Powder Safe? The Link Between Talcum Powder and Cancer,7,6,baby powder talcum,J&J's baby powder,,general,0
,2316,us,https://fortune.com/2017/12/18/california-cell-phone-radiation-fact-check/,California Warns That Cell Phone Radiation May Be Bad for Health—Here’s What We Know,8,7,cell phone radiation,cellphones,,general,0
,2317,us,https://health.usnews.com/health-care/patient-advice/articles/2018-03-09/is-marijuana-a-risk-factor-or-a-treatment-option-for-lung-cancer,Is Marijuana a Risk Factor or a Treatment Option for Lung Cancer?,7,6,marijuana,marijuana,,lung cancer,1
,2318,us,https://www.healthline.com/health/methylparaben,"Is Methylparaben Safe? Uses, Cancer Risk, Allergy, and More",7,6,methylparaben,parabens,,general,1
,2319,us,https://edition.cnn.com/2017/10/27/health/sugar-cancer-relationship-study/index.html,Is there a link between sugar and cancer?,7,6,sugar,sugar,,general,1
,2320,us,https://eu.usatoday.com/story/news/health/2019/09/19/your-tap-water-safe-study-claims-cancer-risk-even-safe-water/2350072001/,Is your tap water safe? Study claims cancer risk even in 'safe' water,9,8,safe' water,contaminated US' water,,general,1
,2321,us,https://www.medicalnewstoday.com/articles/317178.php#1,Italian-style coffee could halve the risk of prostate cancer,3,3,Italian-style coffee,coffee,,prostate cancer,1
,2322,us,https://www.webmd.com/sex/birth-control/news/20171107/iud-may-lower-cervical-cancer-risk#1,IUD May Lower Cervical Cancer Risk,3,3,IUD,IUDs,,cervical cancer,1
,2323,us,https://www.reuters.com/article/us-health-iud-ovarian-cancer/iuds-associated-with-lower-ovarian-cancer-risk-idUSKBN1WV2MN,IUDs associated with lower ovarian cancer risk,2,2,IUDs,IUDs,,ovarian cancer,1
,2325,us,https://nypost.com/2017/04/26/ivf-babies-are-more-likely-to-get-cancer/,IVF babies are more likely to get cancer,9,8,IVF babies,IVF conception,,general,1
,2326,us,https://www.bloomberg.com/news/articles/2019-03-13/j-j-found-liable-for-california-woman-s-talc-linked-cancer,J&J Must Pay $29 Million Over Woman's Talc-Linked Cancer,9,8,J&J talc,J&J's baby powder,a person,general,0
,2327,us,https://www.bloomberg.com/news/articles/2018-04-04/j-j-jury-set-to-weigh-banker-s-claims-baby-powder-caused-cancer,J&J Jury Set to Weigh Banker's Claims Baby Powder Caused Cancer,9,8,baby powder,J&J's baby powder,,general,0
,2328,us,https://www.bloomberg.com/news/articles/2017-05-04/j-j-loses-110-million-verdict-over-talc-cancer-link-claim,J&J Loses $110 Million Verdict Over Talc Cancer-Link Claim,9,8,J&Jtalc,J&J's baby powder,,general,0
,2329,us,https://www.bloomberg.com/news/articles/2018-11-14/j-j-wins-trial-over-asbestos-cancer-claims-linked-to-baby-powder,J&J Wins Trial Over Asbestos Cancer Claims Linked to Baby Powder,5,5,J&J asbestos,J&J's baby powder,,general,0
,2330,us,https://fortune.com/2018/07/13/johnson-and-johnson-baby-powder-cancer-verdict-missouri/,Does J&J’s Baby Powder Cause Cancer? A Jury Just Said Yes With an Enormous $4.69 Billion Penalty,9,8,J&J's baby powder,J&J's baby powder,,general,0
,2331,us,https://eu.usatoday.com/story/money/2018/04/06/johnson-johnson-hit-37-m-verdict-asbestos-related-cancer-lawsuit/493272002/,Johnson & Johnson hit with $37M verdict in asbestos-related cancer lawsuit,9,8,asbetos-related Johnson & Johnson,J&J's baby powder,,general,0
,2332,us,https://www.reuters.com/article/us-johnson-johnson-cancer-lawsuit/johnson-johnson-wins-california-lawsuit-claiming-asbestos-in-talc-caused-cancer-idUSKBN1DG2PK,Johnson & Johnson wins California lawsuit claiming asbestos in talc caused cancer,5,5,asbestos in talc,J&J's baby powder,,general,0
,2334,us,https://www.latimes.com/business/la-fi-johnsons-baby-powder-20181225-story.html,Johnson & Johnson’s baby powder risk expands: It faces triple the cancer trials in 2019,9,8,baby powder,J&J's baby powder,,general,0
,2335,us,https://www.nbcnews.com/news/us-news/lawsuits-claiming-weed-killing-chemical-causes-cancer-moves-forward-n890686,Judge allows lawsuits claiming Monsanto weed killer Roundup causes cancer to go forward,8,7,Monsanto weed killer Roundup,glyphosate from Roundup,,general,0
,2336,us,https://eu.usatoday.com/story/money/business/2017/10/20/judge-tosses-417-m-award-claim-baby-powder-caused-cancer/786625001/,Judge tosses $417M award in claim baby powder caused cancer,9,8,baby powder,J&J's baby powder,,general,0
,2337,us,https://www.cnbc.com/2018/10/23/judge-upholds-verdict-that-found-monsantos-weed-killer-caused-cancer.html,Judge upholds verdict that found Monsanto’s weed killer caused worker’s cancer,9,8,Monsanto's weed killer,glyphosate from RoundUp,,general,0
,2338,us,https://www.usnews.com/news/national-news/articles/2019-05-17/juries-link-roundup-weed-killer-to-cancer-risk,Juries Link Roundup Weed Killer to Cancer Risk,9,8,Roundup weed killer,glyphosate from Roundup,,general,0
,2339,us,https://qz.com/1509663/scientifically-the-johnson-johnson-lawsuits-are-anything-but-open-and-shut/,"Scientifically, the Johnson & Johnson lawsuits are anything but open-and-shut",7,6,Johnson & Johnson lawsuits,J&J's baby powder,,general,1
,2340,us,https://www.vox.com/2018/8/11/17678532/monsanto-roundup-causes-cancer-jury,Monsanto was just ordered to pay $289 million to a man who says its weed killer caused his cancer,9,8,weed killer,glyphosate from Roundup,,general,0
,2341,us,https://www.wsj.com/articles/jury-finds-bayers-roundup-weedkiller-caused-mans-cancer-11553030151,Jury Finds Bayer’s Roundup Weedkiller Caused Man’s Cancer,9,8,Roundup weedkiller,glyphosate from Roundup,,general,0
,2342,us,https://www.buzzfeednews.com/article/skbaer/monsanto-roundup-cancer-hardeman-verdict,"A Jury Has Found That A Popular Weed Killer Was ""A Substantial Factor"" In Causing A Man's Cancer",10,9,popular weed killer,glyphosate from RoundUp,,general,0
,2343,us,https://www.washingtonpost.com/news/to-your-health/wp/2017/05/23/just-one-alcoholic-drink-a-day-increases-risk-of-breast-cancer-study-says/,"Just one alcoholic drink a day increases risk of breast cancer, study says",10,9,alcoholic drink,alcohol,,breast cancer,0
,2344,us,https://www.medicalnewstoday.com/articles/317585.php#1,Just one small glass of wine per day increases breast cancer risk,10,9,wine,alcohol,,breast cancer,0
,2345,us,https://www.medicalnewstoday.com/articles/320535.php#1,Just two sausages per week may raise breast cancer risk,10,9,sausages,red and processed meats,,breast cancer,1
,2346,us,https://www.reuters.com/article/us-health-cancer-glyphosate/large-u-s-farm-study-finds-no-cancer-link-to-monsanto-weedkiller-idUSKBN1D916C,Large U.S. farm study finds no cancer link to Monsanto weedkiller,5,5,Monsanto weedkiller,glyphosate from Roundup,,general,1
,2348,us,https://www.businessinsider.com/lawsuit-allergan-knew-breast-implants-causing-cancer-2019-8?r=US&IR=T,"A lawsuit claims a major breast implant maker knew its implants were likely causing cancer, and hid the complaints using fake company names",8,7,breast implant,textured breast implants,,general,0
,2349,us,https://www.webmd.com/a-to-z-guides/news/20180711/lawsuits-alleging-roundup-causes-cancer-to-advance,Lawsuits Alleging Roundup Causes Cancer To Advance,8,7,Roundup,glyphosate from Roundup,,general,0
,2350,us,https://eu.usatoday.com/story/news/nation-now/2018/07/11/weed-killer-roundup-caused-cancer-lawsuit/774291002/,Lawsuits alleging weed killer Roundup caused cancer get green light,8,7,weed killer Roundup,glyphosate from RoundUp,,general,0
